name,bank,branch,gu,addr,lat,lng
NH농협은행 연신내,NH농협은행,연신내,은평구,서울특별시 은평구 불광제2동 서울특별시 은평구 통일로 860,37.619818,126.920911
NH농협은행 영등포,NH농협은행,영등포,영등포구,서울특별시 영등포구 당산제1동 서울특별시 영등포구 영등포로 150 C동 2층,37.520587,126.897544
NH농협은행 예금보험공사,NH농협은행,예금보험공사,중구,서울특별시 중구 명동 서울특별시 중구 청계천로 30,37.568502,126.980798
NH농협은행 오목교역,NH농협은행,오목교역,양천구,서울특별시 양천구 목1동 서울특별시 양천구 오목로 325 대학학원 1층,37.525107,126.873626
NH농협은행 용두동,NH농협은행,용두동,동대문구,서울특별시 동대문구 용신동 서울특별시 동대문구 왕산로 68,37.577485,127.030899
NH농협은행 용산금융센터,NH농협은행,용산금융센터,용산구,서울특별시 용산구 한강로동 서울특별시 용산구 청파로 122,37.533175,126.964734
NH농협은행 용산대통령실,NH농협은행,용산대통령실,용산구,서울특별시 용산구 이태원로 22 대통령실 건물 지하1층,37.533649,126.977597
NH농협은행 원효로,NH농협은행,원효로,용산구,"서울특별시 용산구 원효로제1동 서울특별시 용산구 원효로 271 삼이빌딩 1,2 층",37.541402,126.970093
NH농협은행 월곡동,NH농협은행,월곡동,성북구,서울특별시 성북구 월곡제2동 서울특별시 성북구 화랑로 79,37.602495,127.041187
NH농협은행 을지로4가,NH농협은행,을지로4가,중구,서울특별시 중구 을지로동 서울특별시 중구 을지로 191,37.56691,126.999299
NH농협은행 의원회관,NH농협은행,의원회관,영등포구,서울특별시 영등포구 여의동 서울특별시 영등포구 의사당대로 1 국회의원회관 1층,37.529371,126.916617
NH농협은행 이수역,NH농협은행,이수역,서초구,서울특별시 서초구 방배4동 서울특별시 서초구 동작대로 132,37.488251,126.982796
NH농협은행 이태원,NH농협은행,이태원,용산구,서울특별시 용산구 보광동 서울특별시 용산구 이태원로 191 3층,37.534856,126.995247
NH농협은행 일원동,NH농협은행,일원동,강남구,서울특별시 강남구 일원1동 서울특별시 강남구 양재대로55길 6,37.491321,127.088314
NH농협은행 자양로,NH농협은행,자양로,광진구,"서울특별시 광진구 구의제1동 서울특별시 광진구 자양로 126 (구의동, 성지하이츠 1층)",37.53895,127.083623
NH농협은행 잠실,NH농협은행,잠실,송파구,서울특별시 송파구 잠실본동 서울특별시 송파구 백제고분로 160,37.505022,127.084407
NH농협은행 잠실월드,NH농협은행,잠실월드,송파구,서울특별시 송파구 잠실6동 서울특별시 송파구 올림픽로35가길 9 2층 (잠실푸르지오월드마크),37.517484,127.103445
NH농협은행 잠실중앙,NH농협은행,잠실중앙,송파구,서울특별시 송파구 잠실2동 서울특별시 송파구 올림픽로 111,37.512123,127.083018
NH농협은행 장지동,NH농협은행,장지동,송파구,서울특별시 송파구 장지동 서울특별시 송파구 충민로2길 26 2층,37.477433,127.127362
NH농협은행 장한평금융센터,NH농협은행,장한평금융센터,동대문구,서울특별시 동대문구 장안제1동 서울특별시 동대문구 장한로 6 장안빌딩 1층,37.561905,127.065381
NH농협은행 전농동,NH농협은행,전농동,동대문구,서울특별시 동대문구 전농제2동 서울특별시 동대문구 전농로 136,37.577054,127.058114
NH농협은행 정릉,NH농협은행,정릉,성북구,서울특별시 성북구 정릉제4동 서울특별시 성북구 보국문로 40,37.608137,127.010263
NH농협은행 정부서울청사,NH농협은행,정부서울청사,종로구,서울특별시 종로구 사직동 서울특별시 종로구 세종대로 209,37.574908,126.975207
NH농협은행 정부서울청사별관,NH농협은행,정부서울청사별관,종로구,서울특별시 종로구 사직동 서울특별시 종로구 사직로8길 60 정부서울청사 별관,37.57361,126.975098
NH농협은행 종로1가,NH농협은행,종로1가,종로구,서울특별시 종로구 종로1.2.3.4가동 서울특별시 종로구 종로5길 7,37.570616,126.98056
NH농협은행 종로금융센터,NH농협은행,종로금융센터,종로구,서울특별시 종로구 종로1.2.3.4가동 서울특별시 종로구 우정국로 38 1층,37.572353,126.983465
NH농협은행 종로대기업금융센터,NH농협은행,종로대기업금융센터,종로구,서울특별시 종로구 종로1.2.3.4가동 서울특별시 종로구 종로5길 7 Tower 8빌딩 5층,37.570616,126.98056
NH농협은행 중계동,NH농협은행,중계동,노원구,서울특별시 노원구 상계6.7동 서울특별시 노원구 동일로 1351,37.649108,127.061678
NH농협은행 중앙본부,NH농협은행,중앙본부,중구,서울특별시 중구 소공동 서울특별시 중구 새문안로 16 농협중앙회 본관 로비층,37.566844,126.968052
NH농협은행 중화동,NH농협은행,중화동,중랑구,서울특별시 중랑구 중화제2동 서울특별시 중랑구 동일로 769 (중화동) 성심빌딩1층,37.59907,127.079573
NH농협은행 창동하나로,NH농협은행,창동하나로,도봉구,서울특별시 도봉구 창제4동 서울특별시 도봉구 마들로11길 20 1층,37.654794,127.051931
NH농협은행 천호동,NH농협은행,천호동,강동구,서울특별시 강동구 천호제2동 서울특별시 강동구 올림픽로 659 1층,37.540305,127.123565
NH농협은행 청담동,NH농협은행,청담동,강남구,서울특별시 강남구 청담동 서울특별시 강남구 영동대로 706,37.520778,127.057251
NH농협은행 청량리금융센터,NH농협은행,청량리금융센터,동대문구,서울특별시 동대문구 용신동 서울특별시 동대문구 왕산로 168 삼성화재 청량리사옥 2층,37.578811,127.042185
NH농협은행 충무로,NH농협은행,충무로,중구,서울특별시 중구 필동 서울특별시 중구 퇴계로 187,37.561312,126.992553
NH농협은행 충정로역,NH농협은행,충정로역,서대문구,서울특별시 서대문구 충현동 서울특별시 서대문구 충정로 23,37.561153,126.96295
NH농협은행 코엑스,NH농협은행,코엑스,강남구,서울특별시 강남구 삼성1동 서울특별시 강남구 테헤란로87길 22 511호,37.509633,127.059443
NH농협은행 태릉,NH농협은행,태릉,노원구,서울특별시 노원구 공릉1동 서울특별시 노원구 화랑로 447,37.618421,127.076974
NH농협은행 태평로금융센터,NH농협은행,태평로금융센터,중구,서울특별시 중구 소공동 서울특별시 중구 세종대로 92,37.564231,126.977583
NH농협은행 테헤란로금융센터,NH농협은행,테헤란로금융센터,강남구,서울특별시 강남구 대치4동 서울특별시 강남구 테헤란로 424 대치타워 1층,37.505493,127.053468
NH농협은행 평화,NH농협은행,평화,중구,서울특별시 중구 광희동 서울특별시 중구 청계천로 260-20,37.568634,127.00641
NH농협은행 한강로,NH농협은행,한강로,용산구,서울특별시 용산구 한강로동 서울특별시 용산구 한강대로 45,37.525271,126.963774
NH농협은행 합정동,NH농협은행,합정동,마포구,서울특별시 마포구 서교동 서울특별시 마포구 양화로 92 3층,37.552113,126.917931
NH농협은행 화곡,NH농협은행,화곡,양천구,서울특별시 양천구 신월1동 서울특별시 양천구 가로공원로 162,37.536486,126.83419
NH농협은행 화양,NH농협은행,화양,성동구,서울특별시 성동구 성수2가제3동 서울특별시 성동구 아차산로17길 48 1층 (성수SKV센터1동),37.546394,127.065889
NH농협은행 회현역,NH농협은행,회현역,중구,서울특별시 중구 회현동 서울특별시 중구 퇴계로 57,37.559121,126.97834
NH농협은행 흑석동,NH농협은행,흑석동,동작구,서울특별시 동작구 흑석동 서울특별시 동작구 서달로 150,37.506627,126.962184
SC제일은행 가락중앙,SC제일은행,가락중앙,송파구,서울특별시 송파구 가락동 중대로9길 39,37.496521,127.118279
SC제일은행 강남PB센터,SC제일은행,강남PB센터,강남구,서울특별시 강남구 도곡동 남부순환로 2806,37.489096,127.052908
SC제일은행 강남역,SC제일은행,강남역,강남구,서울특별시 강남구 역삼동 강남대로 406,37.498941,127.027623
SC제일은행 강남파이낸스,SC제일은행,강남파이낸스,강남구,서울특별시 강남구 역삼동 테헤란로 152,37.500024,127.036509
SC제일은행 강동역,SC제일은행,강동역,강동구,서울특별시 강동구 성내동 천호대로 1102,37.535114,127.133806
SC제일은행 고덕역,SC제일은행,고덕역,강동구,서울특별시 강동구 명일동 고덕로 266,37.554694,127.155115
SC제일은행 광장동,SC제일은행,광장동,광진구,서울특별시 광진구 구의동 구의강변로 106,37.539857,127.094896
SC제일은행 광화문,SC제일은행,광화문,종로구,서울특별시 종로구 종로1가 종로 1,37.570948,126.977879
SC제일은행 구로디지털,SC제일은행,구로디지털,구로구,서울특별시 구로구 구로동 시흥대로 551,37.482511,126.900721
SC제일은행 금호동,SC제일은행,금호동,성동구,서울특별시 성동구 금호동4가 독서당로 302,37.548081,127.022568
SC제일은행 낙원,SC제일은행,낙원,종로구,서울특별시 종로구 돈의동 돈화문로11길 23,37.572324,126.990101
SC제일은행 남가좌동,SC제일은행,남가좌동,서대문구,서울특별시 서대문구 남가좌동 증가로 150,37.577827,126.921115
SC제일은행 답십리,SC제일은행,답십리,동대문구,서울특별시 동대문구 답십리동 천호대로 291-1,37.566579,127.053472
SC제일은행 대치동,SC제일은행,대치동,강남구,서울특별시 강남구 대치동 도곡로 438,37.497832,127.05841
SC제일은행 도곡동,SC제일은행,도곡동,강남구,서울특별시 강남구 역삼동 언주로 337,37.497922,127.044362
SC제일은행 도곡스위트,SC제일은행,도곡스위트,강남구,서울특별시 강남구 도곡동 언주로30길 21,37.488865,127.052015
SC제일은행 독산동,SC제일은행,독산동,금천구,서울특별시 금천구 독산동 시흥대로 414,37.470586,126.898551
SC제일은행 돈암동,SC제일은행,돈암동,성북구,서울특별시 성북구 동소문동5가 동소문로 84,37.592056,127.014563
SC제일은행 동교동,SC제일은행,동교동,마포구,서울특별시 마포구 동교동 신촌로 12,37.558088,126.927692
SC제일은행 동대문역,SC제일은행,동대문역,종로구,서울특별시 종로구 창신동 율곡로 309,37.570277,127.009978
SC제일은행 등촌동,SC제일은행,등촌동,양천구,서울특별시 양천구 목동 등촌로 204,37.547862,126.86352
SC제일은행 마곡역,SC제일은행,마곡역,강서구,서울특별시 강서구 마곡동 마곡중앙로 55,37.558616,126.826261
SC제일은행 마장동,SC제일은행,마장동,성동구,서울특별시 성동구 마장동 마장로 76,37.570262,127.041997
SC제일은행 마장역,SC제일은행,마장역,성동구,서울특별시 성동구 마장동 마장로 291,37.565853,127.041967
SC제일은행 마천동,SC제일은행,마천동,송파구,서울특별시 송파구 마천동 마천로 22,37.496884,127.149964
SC제일은행 마포역,SC제일은행,마포역,마포구,서울특별시 마포구 도화동 마포대로 34,37.53926,126.946151
SC제일은행 목동5단지,SC제일은행,목동5단지,양천구,서울특별시 양천구 목동 목동동로 350,37.533626,126.881704
SC제일은행 목동9단지,SC제일은행,목동9단지,양천구,서울특별시 양천구 신정동 목동서로 340,37.518195,126.865954
SC제일은행 목동역,SC제일은행,목동역,양천구,서울특별시 양천구 신정동 목동로 189,37.525388,126.864213
SC제일은행 무역센터,SC제일은행,무역센터,강남구,서울특별시 강남구 삼성동 테헤란로87길 46,37.510982,127.058206
SC제일은행 반포WM센터,SC제일은행,반포WM센터,서초구,서울특별시 서초구 반포동 반포대로 287,37.504344,127.000769
SC제일은행 방배동,SC제일은행,방배동,서초구,서울특별시 서초구 방배동 방배로 245,37.494767,126.988864
